,uriOrg,labelOrg,typesOrg,orgMainType,tot_members_number
6589,http://www.wikidata.org/entity/Q939743,Parliamentary Assembly of the Council of Europe,parliamentary assembly,not classified organisation,29
3786,http://www.wikidata.org/entity/Q503473,University of Geneva,comprehensive university | open-access publisher | organization | public research university,university,29
5729,http://www.wikidata.org/entity/Q7588853,St. John's University School of Law,law school,educational institution,28
1214,http://www.wikidata.org/entity/Q1473677,University of Santiago de Compostela,open-access publisher | public university,public university,28
1845,http://www.wikidata.org/entity/Q1804942,Centre College,colleges that change lives | liberal arts college in the united states | private not-for-profit educational institution,educational institution,28
438,http://www.wikidata.org/entity/Q1143711,Cumberland University,private not-for-profit educational institution | private university,private university,28
4950,http://www.wikidata.org/entity/Q672420,University of Königsberg,university,university,28
3299,http://www.wikidata.org/entity/Q4476714,Ural State Law University,university,university,28
654,http://www.wikidata.org/entity/Q1206658,University of Colorado,university,university,28
671,http://www.wikidata.org/entity/Q12173050,Faculty of Law of Taras Shevchenko National University of Kyiv,faculty of law,university,28
2000,http://www.wikidata.org/entity/Q19746,Supreme Court of Spain,supreme court,not classified organisation,28
4006,http://www.wikidata.org/entity/Q5244034,DePaul University College of Law,law school,educational institution,28
3900,http://www.wikidata.org/entity/Q5132316,Cleveland State University College of Law,law school,educational institution,28
1734,http://www.wikidata.org/entity/Q173959,Al-Azhar University,academic institution | public university,public university,28
123,http://www.wikidata.org/entity/Q1059517,Winchester College,boarding school | boys' school | independent school,educational institution,28
2276,http://www.wikidata.org/entity/Q238101,University of Minnesota,land-grant university | open-access publisher | production company | public educational institution of the united states | public research university,university,28
1960,http://www.wikidata.org/entity/Q193727,Johns Hopkins University,open-access publisher | private not-for-profit educational institution | research institute | university,university,27
4003,http://www.wikidata.org/entity/Q52419048,Law Society of South Australia,law society,learned society,27
1753,http://www.wikidata.org/entity/Q1752712,Nicolaus Copernicus University in Toruń,open-access publisher | university,university,27
5065,http://www.wikidata.org/entity/Q6837719,Michigan State University College of Law,law school | private not-for-profit educational institution,educational institution,27
6054,http://www.wikidata.org/entity/Q7895286,University of Colorado Law School,faculty | law school,university,27
6055,http://www.wikidata.org/entity/Q7895301,University of Connecticut School of Law,law school,educational institution,27
