,uriOrg,labelOrg,typesOrg,orgMainType,tot_members_number
1807,http://www.wikidata.org/entity/Q1786992,Warsaw Scientific Society,national academy | scientific society,scientific organisation,8
6111,http://www.wikidata.org/entity/Q7896469,University of Toledo College of Law,law school,educational institution,8
3112,http://www.wikidata.org/entity/Q39311438,Tokyo Imperial University,imperial universities of japan,not classified organisation,8
6059,http://www.wikidata.org/entity/Q7895349,University of Dundee School of Law,law school,educational institution,8
90,http://www.wikidata.org/entity/Q1045828,University of East Anglia,educational organization | higher education institution | organization | university,university,7
2243,http://www.wikidata.org/entity/Q2322256,Federal University of Pernambuco,open-access publisher | public university,public university,7
4382,http://www.wikidata.org/entity/Q567899,Panjab University,state public university,public university,7
5576,http://www.wikidata.org/entity/Q742150,Mount Allison University,university,university,7
4479,http://www.wikidata.org/entity/Q5900712,Hopkins School,university-preparatory school,university,7
4464,http://www.wikidata.org/entity/Q585828,Seton Hall University,catholic university | private not-for-profit educational institution,university,7
4451,http://www.wikidata.org/entity/Q579611,Haverford College,private not-for-profit educational institution | university,university,7
3448,http://www.wikidata.org/entity/Q4775035,Antioch University,private not-for-profit educational institution | university,university,7
3446,http://www.wikidata.org/entity/Q4775012,Antioch College,colleges that change lives | liberal arts college in the united states | private not-for-profit educational institution,educational institution,7
2907,http://www.wikidata.org/entity/Q3443737,Saint Peter's University,private not-for-profit educational institution | university,university,7
6546,http://www.wikidata.org/entity/Q9364389,Łazarski University,private university,private university,7
842,http://www.wikidata.org/entity/Q12585173,Gwangju Jeil High School,high school,educational institution,7
2758,http://www.wikidata.org/entity/Q3140484,Bedford School,boarding school | boys' high school | boys' school | charitable organization | independent school | public school,educational institution,7
1108,http://www.wikidata.org/entity/Q1430048,Florida A&M University,historically black college or university | land-grant university | public educational institution of the united states | university,university,7
5561,http://www.wikidata.org/entity/Q7413401,San Beda College of Law,law school,educational institution,7
4487,http://www.wikidata.org/entity/Q59165607,chamber court,oberlandesgericht,not classified organisation,7
3894,http://www.wikidata.org/entity/Q5129063,Claude W. Pettit College of Law,law school,educational institution,7
3884,http://www.wikidata.org/entity/Q5123253,City Law School,law school,educational institution,7
3449,http://www.wikidata.org/entity/Q478044,Hasanuddin University,open-access publisher | university,university,7
3902,http://www.wikidata.org/entity/Q5133190,Clifton College,boarding school | independent school,educational institution,7
131,http://www.wikidata.org/entity/Q1061504,Stockholm School of Economics,business school,educational institution,7
2734,http://www.wikidata.org/entity/Q3098911,Stuyvesant High School,high school | school | specialized high school in new york city,educational institution,7
2294,http://www.wikidata.org/entity/Q2418908,Belarusian State University,public university,public university,7
1077,http://www.wikidata.org/entity/Q1411093,St. Lawrence University,liberal arts college in the united states | private not-for-profit educational institution | private university,private university,7
3533,http://www.wikidata.org/entity/Q4852807,Baltimore City College,high school | public school,educational institution,7
2230,http://www.wikidata.org/entity/Q2302311,"University of Nevada, Las Vegas",public educational institution of the united states | public research university | university campus,university,7
5501,http://www.wikidata.org/entity/Q7373798,Royal Belfast Academical Institution,grammar school,educational institution,7
892,http://www.wikidata.org/entity/Q1278221,Eastern Michigan University,public educational institution of the united states | public university,public university,7
4895,http://www.wikidata.org/entity/Q6658359,Liverpool College,academy school | boarding school,educational institution,7
1335,http://www.wikidata.org/entity/Q153012,University of Potsdam,open-access publisher | public university | publishing company,public university,7
3607,http://www.wikidata.org/entity/Q49108,Massachusetts Institute of Technology,academic publisher | institute of technology | institute of technology | private not-for-profit educational institution | space grant institution | university,institute of technology,7
6161,http://www.wikidata.org/entity/Q7958639,Wabash College,colleges that change lives | liberal arts college | private not-for-profit educational institution,educational institution,7
2229,http://www.wikidata.org/entity/Q2302280,Texas Christian University,christian school | church college | private not-for-profit educational institution | private university,private university,7
3373,http://www.wikidata.org/entity/Q467025,Pontifical Gregorian University,jesuit university | pontifical university,university,7
3382,http://www.wikidata.org/entity/Q4672815,Accra Academy,boarding school | boys' school | high school,educational institution,7
2228,http://www.wikidata.org/entity/Q2302260,South Dakota State University,land-grant university | public educational institution of the united states | public research university | sun grant institution,university,7
154,http://www.wikidata.org/entity/Q1065809,Florida International University,public educational institution of the united states | public university,public university,7
6446,http://www.wikidata.org/entity/Q883739,National Socialist Association of German Legal Professionals,organization,not classified organisation,7
3009,http://www.wikidata.org/entity/Q3563550,"Faculty of Arts, Charles University in Prague",faculty | open-access publisher | publishing company,university,7
3007,http://www.wikidata.org/entity/Q3560910,Highgate School,independent school,educational institution,7
6415,http://www.wikidata.org/entity/Q865528,University of Warwick,educational organization | higher education institution | open-access publisher | organization | public research university,university,7
5491,http://www.wikidata.org/entity/Q736674,University of Colorado Boulder,public educational institution of the united states | public university | research university,public university,7
2958,http://www.wikidata.org/entity/Q3531508,Tonbridge School,boarding school | boys' school | charitable organization | day school | independent school,educational institution,7
1093,http://www.wikidata.org/entity/Q1422594,Sam Houston State University,public educational institution of the united states | university,university,7
2316,http://www.wikidata.org/entity/Q246887,Pontifical University of Saint Thomas Aquinas,pontifical university,university,7
1567,http://www.wikidata.org/entity/Q1666981,John Carroll University,private not-for-profit educational institution | university,university,7
1573,http://www.wikidata.org/entity/Q167049,Washington College of Law,law school,educational institution,7
1085,http://www.wikidata.org/entity/Q1416331,Cardinal Stefan Wyszyński University in Warsaw,catholic university,university,7
3408,http://www.wikidata.org/entity/Q4713602,Aldenham School,boarding school | independent school,educational institution,7
3431,http://www.wikidata.org/entity/Q47488,International Criminal Court,intergovernmental organization | international court,company or gov. agency,7
6225,http://www.wikidata.org/entity/Q7989150,Westminster College,liberal arts college | private not-for-profit educational institution,educational institution,7
390,http://www.wikidata.org/entity/Q1135088,Corps Thuringia Jena,german student corps,not classified organisation,7
1359,http://www.wikidata.org/entity/Q1546191,Western Michigan University,open-access publisher | public educational institution of the united states | public university,public university,7
3074,http://www.wikidata.org/entity/Q37819,Auckland Grammar School,boarding school | building | grammar school | public school | secondary school,educational institution,7
3075,http://www.wikidata.org/entity/Q3816963,Professional Association of Magistrates,organization,not classified organisation,7
5334,http://www.wikidata.org/entity/Q7166399,Pepperdine University School of Law,law school,educational institution,7
5325,http://www.wikidata.org/entity/Q7153315,Paul Roos Gymnasium,boarding school | high school | secondary school,educational institution,7
1757,http://www.wikidata.org/entity/Q1755318,University of Wisconsin–Milwaukee,public educational institution of the united states | public university | research university,public university,7
5625,http://www.wikidata.org/entity/Q748358,Autonomous University of Santo Domingo,public university,public university,7
342,http://www.wikidata.org/entity/Q1134900,Corps Hassia-Gießen zu Mainz,german student corps,not classified organisation,7
2167,http://www.wikidata.org/entity/Q21705070,Universidad Central,higher education institution | public university | replaced entity | university,public university,7
3635,http://www.wikidata.org/entity/Q4917551,Bishop Feild College,high school | school building,educational institution,7
6155,http://www.wikidata.org/entity/Q7930883,Villanova University School of Law,law school,educational institution,7
6136,http://www.wikidata.org/entity/Q7912578,Valparaiso University School of Law,law school,educational institution,7
3763,http://www.wikidata.org/entity/Q502044,NAACP,advocacy group | nonprofit organization,scientific organisation,7
2082,http://www.wikidata.org/entity/Q204457,University of Bergen,open-access publisher | organization | university,university,7
3772,http://www.wikidata.org/entity/Q50281959,"Moscow Imperial University, Faculty of Law",faculty of law,university,7
739,http://www.wikidata.org/entity/Q1232180,University of Granada,open-access publisher | organization | public university,public university,7
3339,http://www.wikidata.org/entity/Q458620,Peace Corps,government agency,company or gov. agency,7
919,http://www.wikidata.org/entity/Q129421,"University of California, Davis",census-designated place in the united states | land-grant university | open-access publisher | public educational institution of the united states | university,university,7
6409,http://www.wikidata.org/entity/Q861888,Oregon State University,land-grant university | public educational institution of the united states | public research university | public university | research university | sea grant institution | space grant institution | sun grant institution,public university,7
1343,http://www.wikidata.org/entity/Q1536562,Malvern College,boarding school | independent school | public school,educational institution,7
5985,http://www.wikidata.org/entity/Q7842696,Trinity College,residential college,educational institution,7
3067,http://www.wikidata.org/entity/Q37548,Northeastern University,private not-for-profit educational institution | university,university,7
241,http://www.wikidata.org/entity/Q1100801,Cleveland State University,academic publisher | public educational institution of the united states | public university,public university,7
6367,http://www.wikidata.org/entity/Q84151,Taras Shevchenko National University of Kyiv,architectural heritage monument | open-access publisher | public university | research university,public university,7
591,http://www.wikidata.org/entity/Q1192597,Kobe University,academic publisher | university,university,7
6042,http://www.wikidata.org/entity/Q7895043,University of Alberta Faculty of Law,faculty | law school,university,7
4060,http://www.wikidata.org/entity/Q5305628,Drake University Law School,law school,educational institution,7
6350,http://www.wikidata.org/entity/Q833738,Heidelberg Academy for Sciences and Humanities,academy of sciences | building,academy of sciences,7
5664,http://www.wikidata.org/entity/Q7565677,South African College Schools,boarding school | high school | secondary school,educational institution,7
4616,http://www.wikidata.org/entity/Q615873,Seattle University,catholic university | private not-for-profit educational institution,university,7
5403,http://www.wikidata.org/entity/Q7260309,Punjab University Law College,law school,educational institution,7
4658,http://www.wikidata.org/entity/Q625943,Seoul High School,high school in south korea,educational institution,7
4710,http://www.wikidata.org/entity/Q6381586,Samford University,church college | private not-for-profit educational institution | university,university,7
6286,http://www.wikidata.org/entity/Q8043254,Xavier High School,high school,educational institution,7
290,http://www.wikidata.org/entity/Q11232508,Daejeon High School,high school,educational institution,7
2513,http://www.wikidata.org/entity/Q279724,University of Tromsø – The Arctic University of Norway,public university,public university,7
2531,http://www.wikidata.org/entity/Q2822255,Kozminski University,business school | open-access publisher,educational institution,7
3174,http://www.wikidata.org/entity/Q4134258,Goucher College,colleges that change lives | liberal arts college | private not-for-profit educational institution,educational institution,7
3223,http://www.wikidata.org/entity/Q4253367,University of Lucknow,state public university,public university,7
2497,http://www.wikidata.org/entity/Q2749618,Academia Mexicana de la Lengua,academy | national academy,scientific organisation,7
790,http://www.wikidata.org/entity/Q1244726,Wolfson College,college of the university of cambridge | university building,university,7
959,http://www.wikidata.org/entity/Q1321046,Rhodes College,colleges that change lives | liberal arts college | private not-for-profit educational institution,educational institution,7
331,http://www.wikidata.org/entity/Q1134857,Corps Franconia Tübingen,german student corps,not classified organisation,7
2542,http://www.wikidata.org/entity/Q2822454,Royal Swedish Academy of Agriculture and Forestry,swedish royal academies,not classified organisation,7
3122,http://www.wikidata.org/entity/Q40006,Hanyang University,academic institution | private university,private university,7
3167,http://www.wikidata.org/entity/Q4119319,Qom Seminary,hawza,not classified organisation,7
2554,http://www.wikidata.org/entity/Q2831920,Albion College,liberal arts college in the united states | private not-for-profit educational institution,educational institution,7
2150,http://www.wikidata.org/entity/Q213624,Ministry of Foreign Affairs of Poland,foreign affairs ministry | ministry of poland,not classified organisation,7
6651,http://www.wikidata.org/entity/Q973884,St Edmund Hall,college of the university of oxford | university building,university,7
43,http://www.wikidata.org/entity/Q1026919,"California State University, Fresno",public educational institution of the united states | university,university,7
1843,http://www.wikidata.org/entity/Q1803902,Landsmannschaft Schottland,landsmannschaft | studentenverbindung,not classified organisation,7
2811,http://www.wikidata.org/entity/Q3242421,Supreme Court of Argentina,supreme court,not classified organisation,7
574,http://www.wikidata.org/entity/Q118929466,"Faculty of Law, University of Baghdad",faculty,university,7
2777,http://www.wikidata.org/entity/Q317032,University of Düsseldorf,comprehensive university | public university,public university,7
1973,http://www.wikidata.org/entity/Q195668,Queen Mary University of London,constituent college | educational organization | higher education institution | public research university,university,7
1124,http://www.wikidata.org/entity/Q1446181,Hunter College,public educational institution of the united states | university,university,7
2937,http://www.wikidata.org/entity/Q350752,Islamic University of Indonesia,islamic university,university,7
6563,http://www.wikidata.org/entity/Q9379672,University of Łódź – Faculty of Law and Administration,faculty,university,7
5160,http://www.wikidata.org/entity/Q6970130,National Academy of History of Argentina,organization,not classified organisation,7
112,http://www.wikidata.org/entity/Q1054905,Morgan State University,historically black college or university | public educational institution of the united states | university,university,7
4964,http://www.wikidata.org/entity/Q673354,University of St. Gallen,public university | research university,public university,7
1952,http://www.wikidata.org/entity/Q192964,Istanbul University,open-access publisher | public university,public university,7
1963,http://www.wikidata.org/entity/Q1939211,Mississippi State University,land-grant university | open-access publisher | public educational institution of the united states | public university | research university,public university,7
5995,http://www.wikidata.org/entity/Q7865388,UNSW Faculty of Law,faculty | faculty of law,university,7
1939,http://www.wikidata.org/entity/Q190343,Central Party School of the Chinese Communist Party,educational institution | ministerial level institution | public institution directly under central committee of the chinese communist party,educational institution,6
1936,http://www.wikidata.org/entity/Q1895354,Memorial University of Newfoundland,university in newfoundland and labrador,university,6
1934,http://www.wikidata.org/entity/Q18912936,Hellenic Philological Society of Constantinople,learned society,learned society,6
1988,http://www.wikidata.org/entity/Q196615,Supreme Court of Canada,supreme court,not classified organisation,6
1987,http://www.wikidata.org/entity/Q196559,University of Iceland,open-access publisher | public university,public university,6
4960,http://www.wikidata.org/entity/Q6733207,Maharaja's College,college,educational institution,6
116,http://www.wikidata.org/entity/Q1056123,Suffolk University,private not-for-profit educational institution | university,university,6
2779,http://www.wikidata.org/entity/Q317070,University of Mannheim,organization | public university,public university,6
25,http://www.wikidata.org/entity/Q1017025,Burschenschaft Vineta Heidelberg,burschenschaft,not classified organisation,6
22,http://www.wikidata.org/entity/Q1017013,Burschenschaft Holzminda Göttingen,burschenschaft,not classified organisation,6
20,http://www.wikidata.org/entity/Q1017006,Burschenschaft Germania Königsberg,burschenschaft,not classified organisation,6
579,http://www.wikidata.org/entity/Q11907203,Province Court of Barcelona,province court of spain,not classified organisation,6
2130,http://www.wikidata.org/entity/Q2096836,University of Zambia,public university,public university,6
3691,http://www.wikidata.org/entity/Q4951,Court of Justice of the European Union,institution of the european union | international court,not classified organisation,6
2139,http://www.wikidata.org/entity/Q21040654,Jenaische Burschenschaft Germania,burschenschaft,not classified organisation,6
1422,http://www.wikidata.org/entity/Q157575,University of Strasbourg,university in france,university,6
4745,http://www.wikidata.org/entity/Q6410900,King's College School,independent school,educational institution,6
3137,http://www.wikidata.org/entity/Q4059211,Ministry of the Interior Academy of the Republic of Belarus,higher education institution | higher education institution in minsk | organization | university,university,6
981,http://www.wikidata.org/entity/Q1333399,University of Leicester,educational organization | higher education institution | open-access publisher | university,university,6
1826,http://www.wikidata.org/entity/Q1797817,Hampton University,historically black college or university | private not-for-profit educational institution | university,university,6
2155,http://www.wikidata.org/entity/Q21406862,Q21406862,burschenschaft,not classified organisation,6
538,http://www.wikidata.org/entity/Q11747790,National School of Judiciary and Public Prosecution,higher education institution,educational institution,6
6076,http://www.wikidata.org/entity/Q7895753,"University of Michigan College of Literature, Science, and the Arts",academic institution,educational institution,6
771,http://www.wikidata.org/entity/Q12404532,Jerusalem Law Classes,educational institution,educational institution,6
4701,http://www.wikidata.org/entity/Q6350383,Kalamazoo College,colleges that change lives | liberal arts college | private not-for-profit educational institution,educational institution,6
3187,http://www.wikidata.org/entity/Q414723,Akademische Gesellschaft Stuttgardia,q1265246,not classified organisation,6
3179,http://www.wikidata.org/entity/Q414188,Göttingen Academy of Sciences and Humanities in Lower Saxony,academy of sciences,academy of sciences,6
2470,http://www.wikidata.org/entity/Q2714836,Constitutional Court of Ukraine,constitutional court | supreme court,not classified organisation,6
2494,http://www.wikidata.org/entity/Q2749558,Universidade Federal do Ceará,open-access publisher | public educational institution | public university | university,public university,6
324,http://www.wikidata.org/entity/Q1134818,Corps Borussia Greifswald,german student corps,not classified organisation,6
318,http://www.wikidata.org/entity/Q1134798,Corps Baltia Königsberg,german student corps,not classified organisation,6
336,http://www.wikidata.org/entity/Q1134883,Corps Guestphalia Berlin,german student corps,not classified organisation,6
335,http://www.wikidata.org/entity/Q1134880,Corps Guestfalia Greifswald,german student corps,not classified organisation,6
4208,http://www.wikidata.org/entity/Q5472130,Fort Street High School,high school | public school,educational institution,6
2075,http://www.wikidata.org/entity/Q2037040,University of Alicante,open-access publisher | public university,public university,6
3743,http://www.wikidata.org/entity/Q500154,University of Arkansas at Little Rock,public educational institution of the united states | public research university,university,6
5817,http://www.wikidata.org/entity/Q7603650,State and National Law School,law school,educational institution,6
6366,http://www.wikidata.org/entity/Q840015,Royal Academy of Moral and Political Sciences,academy of sciences | national academy,academy of sciences,6
3105,http://www.wikidata.org/entity/Q3918532,University of Peshawar,university,university,6
4123,http://www.wikidata.org/entity/Q5373734,Emory and Henry University,colleges that change lives | liberal arts college in the united states | private not-for-profit educational institution,educational institution,6
1767,http://www.wikidata.org/entity/Q1760438,Queens College,public educational institution of the united states | university,university,6
6103,http://www.wikidata.org/entity/Q7896238,University of San Francisco School of Law,law school,educational institution,6
509,http://www.wikidata.org/entity/Q1164229,University of St. Thomas,private not-for-profit educational institution | private university,private university,6
6099,http://www.wikidata.org/entity/Q7896201,University of Rajasthan,university,university,6
3658,http://www.wikidata.org/entity/Q49211,Rensselaer Polytechnic Institute,private not-for-profit educational institution | private university,private university,6
2445,http://www.wikidata.org/entity/Q2654767,City of London School,boys' school | day school | independent school,educational institution,6
5393,http://www.wikidata.org/entity/Q7243805,Prince Alfred College,private school,educational institution,6
3331,http://www.wikidata.org/entity/Q4570781,Lincoln University,historically black college or university | public educational institution of the united states | university,university,6
3052,http://www.wikidata.org/entity/Q37008,Tbilisi State University,public university,public university,6
3047,http://www.wikidata.org/entity/Q3695416,Forman Christian College,liberal arts college | private university | public university,public university,6
2660,http://www.wikidata.org/entity/Q2984911,Council of State,court,not classified organisation,6
1024,http://www.wikidata.org/entity/Q135972,ZDF Television Council,broadcasting board,not classified organisation,6
4851,http://www.wikidata.org/entity/Q65379,Virginia Tech,land-grant university | public educational institution of the united states | united states senior military college | university,university,6
1003,http://www.wikidata.org/entity/Q1346110,Occidental College,organization | private not-for-profit educational institution | private university,private university,6
2606,http://www.wikidata.org/entity/Q2904557,Beloit College,liberal arts college | private not-for-profit educational institution,educational institution,6
1849,http://www.wikidata.org/entity/Q1805202,Baldwin Wallace University,private not-for-profit educational institution | private university,private university,6
355,http://www.wikidata.org/entity/Q1134941,Corps Marchia Breslau,german student corps,not classified organisation,6
350,http://www.wikidata.org/entity/Q1134925,Corps Isaria München,german student corps,not classified organisation,6
6244,http://www.wikidata.org/entity/Q8010335,William H. Bowen School of Law,law school,educational institution,6
808,http://www.wikidata.org/entity/Q1249005,University of Dundee,public research university | university,university,6
4236,http://www.wikidata.org/entity/Q5507694,Fukuoka Prefectural Shuyukan High School,japanese high school,educational institution,6
3633,http://www.wikidata.org/entity/Q4916871,Birmingham–Southern College,colleges that change lives | liberal arts college | private not-for-profit educational institution,educational institution,6
3620,http://www.wikidata.org/entity/Q49126,Harvard Business School,business school | organization,educational institution,6
6022,http://www.wikidata.org/entity/Q7894273,Universidad Externado de Colombia,open-access publisher | university,university,6
3760,http://www.wikidata.org/entity/Q501841,University of Turku,university,university,6
2077,http://www.wikidata.org/entity/Q2038889,St. Francis Xavier University,university,university,6
6405,http://www.wikidata.org/entity/Q860527,University of North Texas,public educational institution of the united states | public research university,university,6
928,http://www.wikidata.org/entity/Q1303845,Q1303845,q1423696,not classified organisation,6
4598,http://www.wikidata.org/entity/Q6138769,James Madison High School,high school,educational institution,6
1513,http://www.wikidata.org/entity/Q1630782,Hotchkiss School,boarding school | university-preparatory school,university,6
1511,http://www.wikidata.org/entity/Q1629641,Western Oregon University,public educational institution of the united states | public university,public university,6
6232,http://www.wikidata.org/entity/Q7996607,Whitman College,colleges that change lives | liberal arts college in the united states | private not-for-profit educational institution,educational institution,6
365,http://www.wikidata.org/entity/Q1134971,Corps Normannia Berlin,german student corps,not classified organisation,6
3359,http://www.wikidata.org/entity/Q465402,American Law Institute,organization,not classified organisation,6
5509,http://www.wikidata.org/entity/Q7374952,Royal University of Ireland,collegiate university | public university,public university,6
377,http://www.wikidata.org/entity/Q1135032,Corps Saxonia Göttingen,german student corps,not classified organisation,6
3400,http://www.wikidata.org/entity/Q469482,American University of Beirut,private university,private university,6
3395,http://www.wikidata.org/entity/Q468865,American Legion,nonprofit organization | veterans' organization,scientific organisation,6
4362,http://www.wikidata.org/entity/Q5644830,Hamilton Academy,secondary school,educational institution,6
5597,http://www.wikidata.org/entity/Q7442199,Seattle University School of Law,law school,educational institution,6
4299,http://www.wikidata.org/entity/Q5582145,Gonzaga University School of Law,law school,educational institution,6
811,http://www.wikidata.org/entity/Q1249251,Missouri State University,public educational institution of the united states | university,university,6
890,http://www.wikidata.org/entity/Q1278206,Eastern Kentucky University,public educational institution of the united states | university,university,6
145,http://www.wikidata.org/entity/Q1062568,Senshu University,academic publisher | private university,private university,6
2705,http://www.wikidata.org/entity/Q3044628,University of Liberia,public university,public university,6
6458,http://www.wikidata.org/entity/Q892732,Bonner Burschenschaft Frankonia,burschenschaft,not classified organisation,6
2995,http://www.wikidata.org/entity/Q3551642,University of Mount Union,private not-for-profit educational institution | university,university,6
2993,http://www.wikidata.org/entity/Q3551609,University of King's College,university,university,6
2650,http://www.wikidata.org/entity/Q2983662,University of St. Joseph's College,university,university,6
3028,http://www.wikidata.org/entity/Q3626611,Associazione italiana dei costituzionalisti,voluntary association,not classified organisation,6
3441,http://www.wikidata.org/entity/Q4763600,Anglo-Chinese School,school,educational institution,6
3438,http://www.wikidata.org/entity/Q4760155,Andrés Bello Catholic University,catholic university | cultural property | jesuit university | private university,private university,6
3432,http://www.wikidata.org/entity/Q475007,Pontifical Lateran University,pontifical university,university,6
3430,http://www.wikidata.org/entity/Q4748473,Ampleforth College,boarding school | independent school,educational institution,6
358,http://www.wikidata.org/entity/Q1134951,Corps Marcomannia-Breslau zu Köln,german student corps | landsmannschaft,not classified organisation,6
4496,http://www.wikidata.org/entity/Q5944289,Hunter College High School,high school,educational institution,6
4494,http://www.wikidata.org/entity/Q593321,University of Genoa,open-access publisher | university,university,6
6205,http://www.wikidata.org/entity/Q7983927,Wesley Girls' High School,girls' school | high school,educational institution,6
1082,http://www.wikidata.org/entity/Q1414861,University of Exeter,educational organization | higher education institution | open-access publisher | public research university,university,6
4933,http://www.wikidata.org/entity/Q670641,Collegium Invisibile,learned society | national academy,learned society,6
128,http://www.wikidata.org/entity/Q1060621,Ankara University,open-access publisher | public university,public university,6
2739,http://www.wikidata.org/entity/Q310695,Technical University of Darmstadt,public university,public university,6
2737,http://www.wikidata.org/entity/Q309988,Karlsruhe Institute of Technology,institute of technology | organization | public university | research institute | university of excellence,institute of technology,6
2949,http://www.wikidata.org/entity/Q3521052,Andhra University,university,university,6
5227,http://www.wikidata.org/entity/Q7056909,North Sydney Boys High School,high school,educational institution,6
1291,http://www.wikidata.org/entity/Q1517780,University of Belgrade Faculty of Law,faculty of law | open-access publisher,university,6
419,http://www.wikidata.org/entity/Q1140775,Reed College,colleges that change lives | liberal arts college | private not-for-profit educational institution,educational institution,6
5574,http://www.wikidata.org/entity/Q7419339,Santa Clara University School of Law,law school,educational institution,6
4423,http://www.wikidata.org/entity/Q5763774,Hillsdale College,colleges that change lives | liberal arts college,educational institution,6
4390,http://www.wikidata.org/entity/Q568554,University of Caen Normandy,public university | university in france,public university,6
4379,http://www.wikidata.org/entity/Q5665562,Harrison College,college,educational institution,6
6190,http://www.wikidata.org/entity/Q797846,Girton College,college of the university of cambridge | university building,university,6
3573,http://www.wikidata.org/entity/Q4882325,Belfast Royal Academy,grammar school,educational institution,6
2217,http://www.wikidata.org/entity/Q2274281,Supreme Court of Ukraine,supreme court,not classified organisation,6
1247,http://www.wikidata.org/entity/Q1494353,Airlangga University,open-access publisher | university,university,6
3785,http://www.wikidata.org/entity/Q503424,University of Leeds,educational organization | public research university,university,6
5864,http://www.wikidata.org/entity/Q7659840,Sydney Boys High School,public school | school,educational institution,6
5960,http://www.wikidata.org/entity/Q780975,University of Papua New Guinea,public university,public university,6
647,http://www.wikidata.org/entity/Q12058774,Golden Gate University School of Law,law school,educational institution,6
5951,http://www.wikidata.org/entity/Q7799288,Thurgood Marshall School of Law,law school,educational institution,6
3888,http://www.wikidata.org/entity/Q512552,Reichsgericht,supreme court,not classified organisation,6
2319,http://www.wikidata.org/entity/Q2475371,Hope College,church college | colleges that change lives | liberal arts college in the united states | private not-for-profit educational institution,educational institution,6
5553,http://www.wikidata.org/entity/Q7405523,Salmon P. Chase College of Law,law school,educational institution,6
5588,http://www.wikidata.org/entity/Q7435507,Scotch College,boarding school | school,educational institution,6
5075,http://www.wikidata.org/entity/Q684783,Kanazawa University,academic publisher | national university | university,university,6
2881,http://www.wikidata.org/entity/Q337382,Acadia University,university,university,6
2872,http://www.wikidata.org/entity/Q3364440,Vestre Landsret,q965287,not classified organisation,6
6678,http://www.wikidata.org/entity/Q995138,Bryanston School,boarding school | charitable organization | independent school | secondary school,educational institution,6
6656,http://www.wikidata.org/entity/Q975461,Lebanese University,public university,public university,6
6684,http://www.wikidata.org/entity/Q999763,University of Paris 1 Pantheon-Sorbonne,university in france,university,6
2847,http://www.wikidata.org/entity/Q3308284,Alpha Kappa Alpha,sorority,not classified organisation,6
5123,http://www.wikidata.org/entity/Q691686,Geneva Graduate Institute,open-access publisher | university,university,6
1110,http://www.wikidata.org/entity/Q1430954,Saint Joseph University of Beirut,catholic university | pontifical university,university,6
4989,http://www.wikidata.org/entity/Q6765863,Sea and River League,organization,not classified organisation,6
1219,http://www.wikidata.org/entity/Q1474105,Western Kentucky University,public educational institution of the united states | university,university,6
1217,http://www.wikidata.org/entity/Q1474019,University of Hull,educational organization | higher education institution | public university,public university,6
6536,http://www.wikidata.org/entity/Q9346291,"Polish Judges Association ""Iustitia""",association,not classified organisation,6
2915,http://www.wikidata.org/entity/Q3445958,Royal Historical Society,historical society,learned society,6
17,http://www.wikidata.org/entity/Q1017001,Burschenschaft Brunsviga,burschenschaft,not classified organisation,5
2884,http://www.wikidata.org/entity/Q337512,Académie des sciences d'outre-mer,learned society | national academy,learned society,5
5151,http://www.wikidata.org/entity/Q6949002,Mystical Seven,school,educational institution,5
5095,http://www.wikidata.org/entity/Q6879096,Mississippi College,church college | private not-for-profit educational institution | university,university,5
6603,http://www.wikidata.org/entity/Q951946,Lady Margaret Hall,college of the university of oxford | university building,university,5
2783,http://www.wikidata.org/entity/Q3181122,Padjadjaran University,open-access publisher | university,university,5
2895,http://www.wikidata.org/entity/Q3403302,Uppingham School,boarding school | charitable organization | independent school | school,educational institution,5
2906,http://www.wikidata.org/entity/Q3443498,Oklahoma City University,private not-for-profit educational institution | university | university campus,university,5
2756,http://www.wikidata.org/entity/Q31392,Comenius University,open-access publisher | organization | public university,public university,5
2942,http://www.wikidata.org/entity/Q3509668,University of Maiduguri,open-access publisher | university,university,5
2947,http://www.wikidata.org/entity/Q3511498,"Bayero University, Kano",public university | research university,public university,5
6505,http://www.wikidata.org/entity/Q921088,Doshisha University,private university,private university,5
2715,http://www.wikidata.org/entity/Q3064259,Paris Law Faculty,faculty | university building,university,5
6461,http://www.wikidata.org/entity/Q895457,Bowling Green State University,open-access publisher | public educational institution of the united states | public university,public university,5
6472,http://www.wikidata.org/entity/Q901677,Romanian Academy,academy of sciences | library | national academy | open-access publisher,academy of sciences,5
2998,http://www.wikidata.org/entity/Q3551675,St. Michael's College,affiliated school | university college,university,5
6450,http://www.wikidata.org/entity/Q887649,University of San Carlos,catholic university | private university,private university,5
3024,http://www.wikidata.org/entity/Q3616162,National Autonomous University of Honduras,university,university,5
3027,http://www.wikidata.org/entity/Q3622426,Superior Labor Court,constitutional institution | labor court | superior court,not classified organisation,5
174,http://www.wikidata.org/entity/Q1072029,University of Wales,legal person | university,university,5
3055,http://www.wikidata.org/entity/Q371160,Learned Society of Wales,learned society,learned society,5
6411,http://www.wikidata.org/entity/Q863813,Binghamton University,academic publisher | public educational institution of the united states | university,university,5
3088,http://www.wikidata.org/entity/Q386348,New England School of Law,law school | private not-for-profit educational institution,educational institution,5
225,http://www.wikidata.org/entity/Q1094046,"City, University of London",educational organization | higher education institution | university,university,5
2583,http://www.wikidata.org/entity/Q28729082,Imperial St. Petersburg University,imperial university of the russian empire,university,5
