,uriPer_x,uriPer_y,orgs,numberOrgs,uriOrgs,periods_x,BeginY_x,EndY_x,BeginY_y,EndY_y,periods_y
85609,http://www.wikidata.org/entity/Q5540043,http://www.wikidata.org/entity/Q6140781,"USC Gould School of Law|University of California, Los Angeles",2,http://www.wikidata.org/entity/Q7866339|http://www.wikidata.org/entity/Q174710,1950-1974,1969.0,1980.0,1963.0,1974.0,1925-1949
85669,http://www.wikidata.org/entity/Q5540835,http://www.wikidata.org/entity/Q7965351,University of Virginia School of Law|Princeton University,2,http://www.wikidata.org/entity/Q7896545|http://www.wikidata.org/entity/Q21578,1925-1949,1947.0,1958.0,1952.0,1963.0,1925-1949
85709,http://www.wikidata.org/entity/Q5541518,http://www.wikidata.org/entity/Q554988,Columbia University|Columbia Law School,2,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q1149089,1825-1849,1865.0,1876.0,1868.0,1879.0,1850-1874
85716,http://www.wikidata.org/entity/Q5541518,http://www.wikidata.org/entity/Q7788114,Columbia University|Columbia Law School,2,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q1149089,1825-1849,1865.0,1876.0,1871.0,1882.0,1850-1874
85888,http://www.wikidata.org/entity/Q5543147,http://www.wikidata.org/entity/Q6218497,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1850-1874,1874.0,1885.0,1868.0,1879.0,1850-1874
85889,http://www.wikidata.org/entity/Q5543147,http://www.wikidata.org/entity/Q6230884,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1850-1874,1874.0,1885.0,1874.0,1885.0,1850-1874
85891,http://www.wikidata.org/entity/Q5543147,http://www.wikidata.org/entity/Q6245959,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1850-1874,1874.0,1885.0,1872.0,1883.0,1850-1874
85899,http://www.wikidata.org/entity/Q5543250,http://www.wikidata.org/entity/Q6131892,University of Glasgow|University of Edinburgh,2,http://www.wikidata.org/entity/Q192775|http://www.wikidata.org/entity/Q160302,1800-1824,1821.0,1832.0,1823.0,1834.0,1800-1824
85932,http://www.wikidata.org/entity/Q5544377,http://www.wikidata.org/entity/Q6253820,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1900-1924,1919.0,1930.0,1921.0,1932.0,1900-1924
85933,http://www.wikidata.org/entity/Q5544377,http://www.wikidata.org/entity/Q701855,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1900-1924,1919.0,1930.0,1917.0,1928.0,1875-1899
85934,http://www.wikidata.org/entity/Q5544377,http://www.wikidata.org/entity/Q7287818,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1900-1924,1919.0,1930.0,1920.0,1931.0,1900-1924
85941,http://www.wikidata.org/entity/Q5544855,http://www.wikidata.org/entity/Q8006475,University of Maryland Francis King Carey School of Law|Johns Hopkins University,2,http://www.wikidata.org/entity/Q7895695|http://www.wikidata.org/entity/Q193727,1850-1874,1889.0,1900.0,1891.0,1902.0,1850-1874
86072,http://www.wikidata.org/entity/Q5546621,http://www.wikidata.org/entity/Q5661761,Columbia University|Columbia Law School,2,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q1149089,1875-1899,1901.0,1912.0,1906.0,1917.0,1875-1899
86073,http://www.wikidata.org/entity/Q5546621,http://www.wikidata.org/entity/Q6128590,Columbia University|Columbia Law School,2,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q1149089,1875-1899,1901.0,1912.0,1906.0,1917.0,1875-1899
86076,http://www.wikidata.org/entity/Q5546621,http://www.wikidata.org/entity/Q6252093,Columbia University|Columbia Law School,2,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q1149089,1875-1899,1901.0,1912.0,1905.0,1916.0,1875-1899
86078,http://www.wikidata.org/entity/Q5546621,http://www.wikidata.org/entity/Q6776743,Columbia University|Columbia Law School,2,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q1149089,1875-1899,1901.0,1912.0,1898.0,1909.0,1875-1899
86169,http://www.wikidata.org/entity/Q5546741,http://www.wikidata.org/entity/Q6932688,Cairo University|Harvard Law School,2,http://www.wikidata.org/entity/Q194445|http://www.wikidata.org/entity/Q49122,1925-1949,1951.0,1962.0,1952.0,1963.0,1925-1949
86275,http://www.wikidata.org/entity/Q5549660,http://www.wikidata.org/entity/Q6141589,University of North Dakota|University of North Dakota School of Law,2,http://www.wikidata.org/entity/Q968559|http://www.wikidata.org/entity/Q7895955,1925-1949,1951.0,1962.0,1947.0,1958.0,1925-1949
86276,http://www.wikidata.org/entity/Q5549660,http://www.wikidata.org/entity/Q6394057,University of North Dakota|University of North Dakota School of Law,2,http://www.wikidata.org/entity/Q968559|http://www.wikidata.org/entity/Q7895955,1925-1949,1951.0,1962.0,1955.0,1966.0,1925-1949
86277,http://www.wikidata.org/entity/Q5549660,http://www.wikidata.org/entity/Q7357062,University of North Dakota|University of North Dakota School of Law,2,http://www.wikidata.org/entity/Q968559|http://www.wikidata.org/entity/Q7895955,1925-1949,1951.0,1962.0,1953.0,1964.0,1925-1949
86296,http://www.wikidata.org/entity/Q554988,http://www.wikidata.org/entity/Q7788114,Columbia University|Columbia Law School,2,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q1149089,1850-1874,1868.0,1879.0,1871.0,1882.0,1850-1874
86304,http://www.wikidata.org/entity/Q5549984,http://www.wikidata.org/entity/Q7025430,Columbia University|Columbia Law School,2,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q1149089,1950-1974,1969.0,1980.0,1966.0,1977.0,1925-1949
86312,http://www.wikidata.org/entity/Q5549984,http://www.wikidata.org/entity/Q7647744,Columbia University|Columbia Law School,2,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q1149089,1950-1974,1969.0,1980.0,1963.0,1974.0,1925-1949
86384,http://www.wikidata.org/entity/Q5561196,http://www.wikidata.org/entity/Q6259971,Yale College|Harvard Law School,2,http://www.wikidata.org/entity/Q2599077|http://www.wikidata.org/entity/Q49122,1925-1949,1954.0,1965.0,1948.0,1959.0,1925-1949
86400,http://www.wikidata.org/entity/Q5561196,http://www.wikidata.org/entity/Q7273811,Yale College|Harvard Law School,2,http://www.wikidata.org/entity/Q2599077|http://www.wikidata.org/entity/Q49122,1925-1949,1954.0,1965.0,1954.0,1965.0,1925-1949
86411,http://www.wikidata.org/entity/Q5561196,http://www.wikidata.org/entity/Q7609172,Yale College|Harvard Law School,2,http://www.wikidata.org/entity/Q2599077|http://www.wikidata.org/entity/Q49122,1925-1949,1954.0,1965.0,1954.0,1965.0,1925-1949
86430,http://www.wikidata.org/entity/Q5561248,http://www.wikidata.org/entity/Q5585600,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1959.0,1970.0,1953.0,1964.0,1925-1949
86431,http://www.wikidata.org/entity/Q5561248,http://www.wikidata.org/entity/Q5750032,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1959.0,1970.0,1954.0,1965.0,1925-1949
86432,http://www.wikidata.org/entity/Q5561248,http://www.wikidata.org/entity/Q5919410,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1959.0,1970.0,1958.0,1969.0,1925-1949
86433,http://www.wikidata.org/entity/Q5561248,http://www.wikidata.org/entity/Q6208647,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1959.0,1970.0,1955.0,1966.0,1925-1949
86436,http://www.wikidata.org/entity/Q5561248,http://www.wikidata.org/entity/Q7150084,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1959.0,1970.0,1957.0,1968.0,1925-1949
86442,http://www.wikidata.org/entity/Q5561248,http://www.wikidata.org/entity/Q7614780,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1959.0,1970.0,1964.0,1975.0,1925-1949
86488,http://www.wikidata.org/entity/Q55623009,http://www.wikidata.org/entity/Q7291614,Princeton University|Yale Law School,2,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q1143289,1925-1949,1967.0,1978.0,1964.0,1975.0,1925-1949
86496,http://www.wikidata.org/entity/Q55623009,http://www.wikidata.org/entity/Q7509104,Princeton University|Yale Law School,2,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q1143289,1925-1949,1967.0,1978.0,1963.0,1974.0,1925-1949
86581,http://www.wikidata.org/entity/Q5567702,http://www.wikidata.org/entity/Q6528932,William & Mary Law School|College of William & Mary,2,http://www.wikidata.org/entity/Q8003845|http://www.wikidata.org/entity/Q875637,1925-1949,1967.0,1978.0,1967.0,1978.0,1925-1949
86583,http://www.wikidata.org/entity/Q5567702,http://www.wikidata.org/entity/Q7301662,William & Mary Law School|College of William & Mary,2,http://www.wikidata.org/entity/Q8003845|http://www.wikidata.org/entity/Q875637,1925-1949,1967.0,1978.0,1967.0,1978.0,1925-1949
86600,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q5703348,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1925-1949,1943.0,1954.0,1943.0,1954.0,1925-1949
86602,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q5735317,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1925-1949,1943.0,1954.0,1949.0,1960.0,1925-1949
86604,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q6068970,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1925-1949,1943.0,1954.0,1939.0,1950.0,1900-1924
86605,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q6099500,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1925-1949,1943.0,1954.0,1948.0,1959.0,1925-1949
665,http://www.wikidata.org/entity/Q1033235,http://www.wikidata.org/entity/Q5497690,Columbia Law School|Columbia University,2,http://www.wikidata.org/entity/Q1149089|http://www.wikidata.org/entity/Q49088,1850-1874,1888.0,1899.0,1887.0,1898.0,1850-1874
86609,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q6218454,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1925-1949,1943.0,1954.0,1944.0,1955.0,1925-1949
86610,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q6263083,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1925-1949,1943.0,1954.0,1942.0,1953.0,1900-1924
86611,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q6282859,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1925-1949,1943.0,1954.0,1946.0,1957.0,1925-1949
86612,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q6288014,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1925-1949,1943.0,1954.0,1940.0,1951.0,1900-1924
86613,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q6504107,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1925-1949,1943.0,1954.0,1937.0,1948.0,1900-1924
86614,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q6504334,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1925-1949,1943.0,1954.0,1939.0,1950.0,1900-1924
86615,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q6528973,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1925-1949,1943.0,1954.0,1938.0,1949.0,1900-1924
86617,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q7154113,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1925-1949,1943.0,1954.0,1947.0,1958.0,1925-1949
86619,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q7287197,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1925-1949,1943.0,1954.0,1947.0,1958.0,1925-1949
86621,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q7328308,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1925-1949,1943.0,1954.0,1948.0,1959.0,1925-1949
86625,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q7615714,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1925-1949,1943.0,1954.0,1945.0,1956.0,1925-1949
86637,http://www.wikidata.org/entity/Q5569134,http://www.wikidata.org/entity/Q6456585,"University of Maryland Francis King Carey School of Law|University of Maryland, Baltimore",2,http://www.wikidata.org/entity/Q7895695|http://www.wikidata.org/entity/Q4119470,1925-1949,1963.0,1974.0,1967.0,1978.0,1925-1949
86638,http://www.wikidata.org/entity/Q5569134,http://www.wikidata.org/entity/Q6709317,"University of Maryland Francis King Carey School of Law|University of Maryland, Baltimore",2,http://www.wikidata.org/entity/Q7895695|http://www.wikidata.org/entity/Q4119470,1925-1949,1963.0,1974.0,1964.0,1975.0,1925-1949
86639,http://www.wikidata.org/entity/Q5569134,http://www.wikidata.org/entity/Q934898,"University of Maryland Francis King Carey School of Law|University of Maryland, Baltimore",2,http://www.wikidata.org/entity/Q7895695|http://www.wikidata.org/entity/Q4119470,1925-1949,1963.0,1974.0,1969.0,1980.0,1950-1974
86665,http://www.wikidata.org/entity/Q5572508,http://www.wikidata.org/entity/Q6173302,Uppsala University|Lund University,2,http://www.wikidata.org/entity/Q185246|http://www.wikidata.org/entity/Q218506,1850-1874,1885.0,1896.0,1885.0,1896.0,1850-1874
86695,http://www.wikidata.org/entity/Q55767555,http://www.wikidata.org/entity/Q6831769,University of Mississippi|University of Mississippi School of Law,2,http://www.wikidata.org/entity/Q1138384|http://www.wikidata.org/entity/Q14693404,1950-1974,1970.0,1981.0,1964.0,1975.0,1925-1949
86696,http://www.wikidata.org/entity/Q55767555,http://www.wikidata.org/entity/Q6833313,University of Mississippi|University of Mississippi School of Law,2,http://www.wikidata.org/entity/Q1138384|http://www.wikidata.org/entity/Q14693404,1950-1974,1970.0,1981.0,1974.0,1985.0,1950-1974
86771,http://www.wikidata.org/entity/Q5583687,http://www.wikidata.org/entity/Q6900026,Stanford University|Yale Law School,2,http://www.wikidata.org/entity/Q41506|http://www.wikidata.org/entity/Q1143289,1950-1974,1988.0,1999.0,1987.0,1998.0,1950-1974
86777,http://www.wikidata.org/entity/Q5584016,http://www.wikidata.org/entity/Q7528501,University of Calcutta|Presidency University,2,http://www.wikidata.org/entity/Q1145306|http://www.wikidata.org/entity/Q2749583,1825-1849,1862.0,1873.0,1866.0,1877.0,1825-1849
86797,http://www.wikidata.org/entity/Q5585600,http://www.wikidata.org/entity/Q5735317,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1953.0,1964.0,1949.0,1960.0,1925-1949
86798,http://www.wikidata.org/entity/Q5585600,http://www.wikidata.org/entity/Q5750032,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1953.0,1964.0,1954.0,1965.0,1925-1949
86799,http://www.wikidata.org/entity/Q5585600,http://www.wikidata.org/entity/Q5919410,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1953.0,1964.0,1958.0,1969.0,1925-1949
86800,http://www.wikidata.org/entity/Q5585600,http://www.wikidata.org/entity/Q6099500,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1953.0,1964.0,1948.0,1959.0,1925-1949
86802,http://www.wikidata.org/entity/Q5585600,http://www.wikidata.org/entity/Q6208647,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1953.0,1964.0,1955.0,1966.0,1925-1949
86803,http://www.wikidata.org/entity/Q5585600,http://www.wikidata.org/entity/Q6228680,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1953.0,1964.0,1952.0,1963.0,1925-1949
86805,http://www.wikidata.org/entity/Q5585600,http://www.wikidata.org/entity/Q7150084,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1953.0,1964.0,1957.0,1968.0,1925-1949
86806,http://www.wikidata.org/entity/Q5585600,http://www.wikidata.org/entity/Q7154113,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1953.0,1964.0,1947.0,1958.0,1925-1949
86807,http://www.wikidata.org/entity/Q5585600,http://www.wikidata.org/entity/Q7287197,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1953.0,1964.0,1947.0,1958.0,1925-1949
86810,http://www.wikidata.org/entity/Q5585600,http://www.wikidata.org/entity/Q7328308,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1925-1949,1953.0,1964.0,1948.0,1959.0,1925-1949
86841,http://www.wikidata.org/entity/Q559596,http://www.wikidata.org/entity/Q6939457,University of Manitoba|University of Winnipeg,2,http://www.wikidata.org/entity/Q1191833|http://www.wikidata.org/entity/Q472167,1950-1974,1970.0,1981.0,1969.0,1980.0,1950-1974
86897,http://www.wikidata.org/entity/Q56034483,http://www.wikidata.org/entity/Q56034884,University of Adelaide|Rostrevor College,2,http://www.wikidata.org/entity/Q15574|http://www.wikidata.org/entity/Q7370068,1925-1949,1959.0,1970.0,1962.0,1973.0,1925-1949
86910,http://www.wikidata.org/entity/Q56034524,http://www.wikidata.org/entity/Q56034637,St Peter's College|University of Adelaide,2,http://www.wikidata.org/entity/Q7595311|http://www.wikidata.org/entity/Q15574,1925-1949,1959.0,1970.0,1964.0,1975.0,1925-1949
86916,http://www.wikidata.org/entity/Q56034524,http://www.wikidata.org/entity/Q56050395,St Peter's College|University of Adelaide,2,http://www.wikidata.org/entity/Q7595311|http://www.wikidata.org/entity/Q15574,1925-1949,1959.0,1970.0,1956.0,1967.0,1925-1949
86924,http://www.wikidata.org/entity/Q56034524,http://www.wikidata.org/entity/Q6265936,St Peter's College|University of Adelaide,2,http://www.wikidata.org/entity/Q7595311|http://www.wikidata.org/entity/Q15574,1925-1949,1959.0,1970.0,1958.0,1969.0,1925-1949
86942,http://www.wikidata.org/entity/Q56034637,http://www.wikidata.org/entity/Q6265936,St Peter's College|University of Adelaide,2,http://www.wikidata.org/entity/Q7595311|http://www.wikidata.org/entity/Q15574,1925-1949,1964.0,1975.0,1958.0,1969.0,1925-1949
86948,http://www.wikidata.org/entity/Q56034653,http://www.wikidata.org/entity/Q56051388,Pulteney Grammar School|University of Adelaide,2,http://www.wikidata.org/entity/Q7259728|http://www.wikidata.org/entity/Q15574,1925-1949,1964.0,1975.0,1958.0,1969.0,1925-1949
87015,http://www.wikidata.org/entity/Q56044852,http://www.wikidata.org/entity/Q7352665,University of Adelaide|St Peter's College,2,http://www.wikidata.org/entity/Q15574|http://www.wikidata.org/entity/Q7595311,1925-1949,1945.0,1956.0,1947.0,1958.0,1925-1949
87016,http://www.wikidata.org/entity/Q56044852,http://www.wikidata.org/entity/Q8009222,University of Adelaide|St Peter's College,2,http://www.wikidata.org/entity/Q15574|http://www.wikidata.org/entity/Q7595311,1925-1949,1945.0,1956.0,1939.0,1950.0,1900-1924
87048,http://www.wikidata.org/entity/Q56050395,http://www.wikidata.org/entity/Q6265936,University of Adelaide|St Peter's College,2,http://www.wikidata.org/entity/Q15574|http://www.wikidata.org/entity/Q7595311,1925-1949,1956.0,1967.0,1958.0,1969.0,1925-1949
87093,http://www.wikidata.org/entity/Q56050641,http://www.wikidata.org/entity/Q56061277,University of Adelaide|Adelaide High School,2,http://www.wikidata.org/entity/Q15574|http://www.wikidata.org/entity/Q4681726,1925-1949,1959.0,1970.0,1961.0,1972.0,1925-1949
87104,http://www.wikidata.org/entity/Q56051388,http://www.wikidata.org/entity/Q7693530,Pulteney Grammar School|University of Adelaide,2,http://www.wikidata.org/entity/Q7259728|http://www.wikidata.org/entity/Q15574,1925-1949,1958.0,1969.0,1957.0,1968.0,1925-1949
87195,http://www.wikidata.org/entity/Q5606789,http://www.wikidata.org/entity/Q6962624,University of Wyoming|University of Wyoming College of Law,2,http://www.wikidata.org/entity/Q1326975|http://www.wikidata.org/entity/Q7896672,1950-1974,1978.0,1989.0,1972.0,1983.0,1950-1974
87196,http://www.wikidata.org/entity/Q5606789,http://www.wikidata.org/entity/Q7437450,University of Wyoming|University of Wyoming College of Law,2,http://www.wikidata.org/entity/Q1326975|http://www.wikidata.org/entity/Q7896672,1950-1974,1978.0,1989.0,1984.0,1995.0,1950-1974
87244,http://www.wikidata.org/entity/Q5607008,http://www.wikidata.org/entity/Q6106440,University of Michigan|University of Michigan Law School,2,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1950-1974,1974.0,1985.0,1970.0,1981.0,1950-1974
87270,http://www.wikidata.org/entity/Q5607152,http://www.wikidata.org/entity/Q6279283,San Beda College of Law|San Beda University,2,http://www.wikidata.org/entity/Q7413401|http://www.wikidata.org/entity/Q3551584,1950-1974,1971.0,1982.0,1965.0,1976.0,1925-1949
87451,http://www.wikidata.org/entity/Q5628223,http://www.wikidata.org/entity/Q6394057,University of North Dakota|University of North Dakota School of Law,2,http://www.wikidata.org/entity/Q968559|http://www.wikidata.org/entity/Q7895955,1925-1949,1961.0,1972.0,1955.0,1966.0,1925-1949
87478,http://www.wikidata.org/entity/Q5628377,http://www.wikidata.org/entity/Q7328215,Harvard Law School|Dartmouth College,2,http://www.wikidata.org/entity/Q49122|http://www.wikidata.org/entity/Q49116,1925-1949,1946.0,1957.0,1940.0,1951.0,1900-1924
87519,http://www.wikidata.org/entity/Q56289673,http://www.wikidata.org/entity/Q56522611,Law Development Centre|Makerere University,2,http://www.wikidata.org/entity/Q6503014|http://www.wikidata.org/entity/Q261506,1950-1974,1986.0,1997.0,1988.0,1999.0,1950-1974
87520,http://www.wikidata.org/entity/Q56289673,http://www.wikidata.org/entity/Q62088833,Law Development Centre|Makerere University,2,http://www.wikidata.org/entity/Q6503014|http://www.wikidata.org/entity/Q261506,1950-1974,1986.0,1997.0,1985.0,1996.0,1950-1974
87524,http://www.wikidata.org/entity/Q56289673,http://www.wikidata.org/entity/Q89276979,Law Development Centre|Makerere University,2,http://www.wikidata.org/entity/Q6503014|http://www.wikidata.org/entity/Q261506,1950-1974,1986.0,1997.0,1991.0,2002.0,1950-1974
87602,http://www.wikidata.org/entity/Q56522611,http://www.wikidata.org/entity/Q62088833,Makerere University|Law Development Centre,2,http://www.wikidata.org/entity/Q261506|http://www.wikidata.org/entity/Q6503014,1950-1974,1988.0,1999.0,1985.0,1996.0,1950-1974
87605,http://www.wikidata.org/entity/Q56522611,http://www.wikidata.org/entity/Q89276979,Makerere University|Law Development Centre,2,http://www.wikidata.org/entity/Q261506|http://www.wikidata.org/entity/Q6503014,1950-1974,1988.0,1999.0,1991.0,2002.0,1950-1974
87625,http://www.wikidata.org/entity/Q5658416,http://www.wikidata.org/entity/Q5725255,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1850-1874,1891.0,1902.0,1889.0,1900.0,1850-1874
87626,http://www.wikidata.org/entity/Q5658416,http://www.wikidata.org/entity/Q5918954,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1850-1874,1891.0,1902.0,1885.0,1896.0,1850-1874
87627,http://www.wikidata.org/entity/Q5658416,http://www.wikidata.org/entity/Q6504618,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1850-1874,1891.0,1902.0,1891.0,1902.0,1850-1874
87637,http://www.wikidata.org/entity/Q5658416,http://www.wikidata.org/entity/Q8019827,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1850-1874,1891.0,1902.0,1887.0,1898.0,1850-1874
87639,http://www.wikidata.org/entity/Q5658416,http://www.wikidata.org/entity/Q881922,University of Michigan Law School|University of Michigan,2,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1850-1874,1891.0,1902.0,1887.0,1898.0,1850-1874
87646,http://www.wikidata.org/entity/Q5659860,http://www.wikidata.org/entity/Q7599712,University of Illinois College of Law|University of Illinois Urbana–Champaign,2,http://www.wikidata.org/entity/Q7895523|http://www.wikidata.org/entity/Q457281,1925-1949,1947.0,1958.0,1941.0,1952.0,1900-1924
87650,http://www.wikidata.org/entity/Q5659943,http://www.wikidata.org/entity/Q7298938,Rutgers University|Rutgers School of Law–Newark,2,http://www.wikidata.org/entity/Q499451|http://www.wikidata.org/entity/Q7382811,1925-1949,1946.0,1957.0,1943.0,1954.0,1925-1949
87652,http://www.wikidata.org/entity/Q5659943,http://www.wikidata.org/entity/Q7660990,Rutgers University|Rutgers School of Law–Newark,2,http://www.wikidata.org/entity/Q499451|http://www.wikidata.org/entity/Q7382811,1925-1949,1946.0,1957.0,1952.0,1963.0,1925-1949
87679,http://www.wikidata.org/entity/Q5660162,http://www.wikidata.org/entity/Q6483463,University of North Carolina School of Law|University of North Carolina at Chapel Hill,2,http://www.wikidata.org/entity/Q167102|http://www.wikidata.org/entity/Q192334,1950-1974,1970.0,1981.0,1969.0,1980.0,1950-1974
87682,http://www.wikidata.org/entity/Q5660162,http://www.wikidata.org/entity/Q6775853,University of North Carolina School of Law|University of North Carolina at Chapel Hill,2,http://www.wikidata.org/entity/Q167102|http://www.wikidata.org/entity/Q192334,1950-1974,1970.0,1981.0,1976.0,1987.0,1950-1974
87686,http://www.wikidata.org/entity/Q5660162,http://www.wikidata.org/entity/Q7145869,University of North Carolina School of Law|University of North Carolina at Chapel Hill,2,http://www.wikidata.org/entity/Q167102|http://www.wikidata.org/entity/Q192334,1950-1974,1970.0,1981.0,1972.0,1983.0,1950-1974
